"","X.1","X","ID","ParasiteReportedName","HostReportedName","Citation","LocationName","TotalPrevalence","ParasiteCorrectedName","HostCorrectedName_Corbet","pargenera","sp","nonsp_in_gen","colsp"
"693",5738,5738,6717,"Strongyloides sp.","Microcebus murinus","Raharivololona et al. 2007","Mandena","0.119","Strongyloides sp.","Microcebus_murinus","Strongyloides","sp.",FALSE,TRUE
"694",5739,5739,9973,"Strongyloides sp.","Microcebus murinus","Poirotte and Kappeler 2019","Kirindy","0.164","Strongyloides sp.","Microcebus_murinus","Strongyloides","sp.",FALSE,TRUE
"695",5740,5740,7264,"Strongyloides spp.","Microcebus murinus","Raharivololona 2006","Mandena","0.119","Strongyloides sp.","Microcebus_murinus","Strongyloides","sp.",FALSE,TRUE
"696",5754,5754,3946,"Trichosomoides sp.","Microcebus murinus","Schad et al. 2005","Mandena","0.045","Trichosomoides sp.","Microcebus_murinus","Trichosomoides","sp.",FALSE,TRUE
"697",5665,5665,9058,"Trichuris sp.","Microcebus berthae","Springer and Kappeler 2016","Kirindy","NULL","Trichuris sp.","Microcebus_murinus","Trichuris","sp.",FALSE,TRUE
"698",5759,5759,3947,"Trichuris sp.","Microcebus murinus","Schad et al. 2005","Mandena","0.119","Trichuris sp.","Microcebus_murinus","Trichuris","sp.",FALSE,TRUE
"699",5764,5764,6718,"Trichuris sp.","Microcebus murinus","Raharivololona et al. 2007","Mandena","0.089","Trichuris sp.","Microcebus_murinus","Trichuris","sp.",FALSE,TRUE
"700",5765,5765,6977,"Trichuris sp.","Microcebus murinus","Raharivololona and Ganzhorn 2010","Mandena","0.03","Trichuris sp.","Microcebus_murinus","Trichuris","sp.",FALSE,TRUE
"701",5766,5766,7002,"Trichuris sp.","Microcebus murinus","Raharivololona and Ganzhorn 2009","Mandena","0.142","Trichuris sp.","Microcebus_murinus","Trichuris","sp.",FALSE,TRUE
"702",5768,5768,7012,"Trichuris sp.","Microcebus murinus","Raharivololona and Ganzhorn 2009","Mandena","0.074","Trichuris sp.","Microcebus_murinus","Trichuris","sp.",FALSE,TRUE
"703",5770,5770,7022,"Trichuris sp.","Microcebus murinus","Raharivololona and Ganzhorn 2009","Mandena","0.1","Trichuris sp.","Microcebus_murinus","Trichuris","sp.",FALSE,TRUE
"704",5771,5771,7266,"Trichuris sp.","Microcebus murinus","Raharivololona 2006","Mandena","0.089","Trichuris sp.","Microcebus_murinus","Trichuris","sp.",FALSE,TRUE
"705",5772,5772,8651,"Trichuris sp.","Microcebus murinus","Springer and Kappeler 2016","Kirindy","0.237","Trichuris sp.","Microcebus_murinus","Trichuris","sp.",FALSE,TRUE
"706",5773,5773,8659,"Trichuris sp.","Microcebus murinus","Springer and Kappeler 2016","Kirindy","0.011","Trichuris sp.","Microcebus_murinus","Trichuris","sp.",FALSE,TRUE
"707",5774,5774,9972,"Trichuris sp.","Microcebus murinus","Poirotte and Kappeler 2019","Kirindy","0.273","Trichuris sp.","Microcebus_murinus","Trichuris","sp.",FALSE,TRUE
"708",5775,5775,9601,"Trichuris spp.","Microcebus murinus","Rakotoniaina et al. 2016","Kirindy","0.208","Trichuris sp.","Microcebus_murinus","Trichuris","sp.",FALSE,TRUE
"709",5796,5796,8618,"Cryptosporidium sp.","Microcebus rufus","Rasambainarivo et al. 2013","Ranomafana","0.5","Cryptosporidium sp.","Microcebus_rufus","Cryptosporidium","sp.",FALSE,TRUE
"710",5797,5797,8618,"Cryptosporidium sp.","Microcebus rufus","Rasambainarivo et al. 2013","Ranomafana","0.5","Cryptosporidium sp.","Microcebus_rufus","Cryptosporidium","sp.",FALSE,TRUE
"711",5800,5800,8769,"Eimeria sp.","Microcebus rufus","Aivelo and Norberg 2017","Ranomafana","0.36","Eimeria sp.","Microcebus_rufus","Eimeria","sp.",FALSE,TRUE
"712",5801,5801,8769,"Eimeria sp.","Microcebus rufus","Aivelo and Norberg 2017","Ranomafana","0.36","Eimeria sp.","Microcebus_rufus","Eimeria","sp.",FALSE,TRUE
"713",5816,5816,9291,"Enterobius","Microcebus rufus","Aivelo et al. 2015","Ranomafana","0.04","Enterobius sp.","Microcebus_rufus","Enterobius","sp.",FALSE,TRUE
"714",5817,5817,9291,"Enterobius","Microcebus rufus","Aivelo et al. 2015","Ranomafana","0.04","Enterobius sp.","Microcebus_rufus","Enterobius","sp.",FALSE,TRUE
"715",5818,5818,9296,"Enterobius","Microcebus rufus","Aivelo et al. 2015","Ranomafana","0.044","Enterobius sp.","Microcebus_rufus","Enterobius","sp.",FALSE,TRUE
"716",5819,5819,9296,"Enterobius","Microcebus rufus","Aivelo et al. 2015","Ranomafana","0.044","Enterobius sp.","Microcebus_rufus","Enterobius","sp.",FALSE,TRUE
"717",5820,5820,9301,"Enterobius","Microcebus rufus","Aivelo et al. 2015","Ranomafana","0.042","Enterobius sp.","Microcebus_rufus","Enterobius","sp.",FALSE,TRUE
"718",5821,5821,9301,"Enterobius","Microcebus rufus","Aivelo et al. 2015","Ranomafana","0.042","Enterobius sp.","Microcebus_rufus","Enterobius","sp.",FALSE,TRUE
"719",5822,5822,8745,"Enterovirus","Microcebus rufus","Zohdy et al. 2015","Ranomafana","0.3","Enterovirus sp.","Microcebus_rufus","Enterovirus","sp.",FALSE,TRUE
"720",5823,5823,8745,"Enterovirus","Microcebus rufus","Zohdy et al. 2015","Ranomafana","0.3","Enterovirus sp.","Microcebus_rufus","Enterovirus","sp.",FALSE,TRUE
"721",5794,5794,8744,"Adenovirus","Microcebus rufus","Zohdy et al. 2015","Ranomafana","0.5","Mastadenovirus sp.","Microcebus_rufus","Mastadenovirus","sp.",FALSE,TRUE
"722",5795,5795,8744,"Adenovirus","Microcebus rufus","Zohdy et al. 2015","Ranomafana","0.5","Mastadenovirus sp.","Microcebus_rufus","Mastadenovirus","sp.",FALSE,TRUE
"723",5866,5866,8746,"Norovirus GI","Microcebus rufus","Zohdy et al. 2015","Ranomafana","0.5","Norovirus sp.","Microcebus_rufus","Norovirus","sp.",FALSE,TRUE
"724",5867,5867,8746,"Norovirus GI","Microcebus rufus","Zohdy et al. 2015","Ranomafana","0.5","Norovirus sp.","Microcebus_rufus","Norovirus","sp.",FALSE,TRUE
"725",5868,5868,8747,"Norovirus GII","Microcebus rufus","Zohdy et al. 2015","Ranomafana","0.4","Norovirus sp.","Microcebus_rufus","Norovirus","sp.",FALSE,TRUE
"726",5869,5869,8747,"Norovirus GII","Microcebus rufus","Zohdy et al. 2015","Ranomafana","0.4","Norovirus sp.","Microcebus_rufus","Norovirus","sp.",FALSE,TRUE
"727",5872,5872,9258,"Strongyloides","Microcebus rufus","Aivelo et al. 2015","Ranomafana","1","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"728",5873,5873,9258,"Strongyloides","Microcebus rufus","Aivelo et al. 2015","Ranomafana","1","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"729",5874,5874,9259,"Strongyloides","Microcebus rufus","Aivelo et al. 2015","Ranomafana","1","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"730",5875,5875,9259,"Strongyloides","Microcebus rufus","Aivelo et al. 2015","Ranomafana","1","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"731",5876,5876,9260,"Strongyloides","Microcebus rufus","Aivelo et al. 2015","Ranomafana","1","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"732",5877,5877,9260,"Strongyloides","Microcebus rufus","Aivelo et al. 2015","Ranomafana","1","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"733",5878,5878,9273,"Strongyloides","Microcebus rufus","Aivelo et al. 2015","Ranomafana","0.491","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"734",5879,5879,9273,"Strongyloides","Microcebus rufus","Aivelo et al. 2015","Ranomafana","0.491","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"735",5880,5880,9274,"Strongyloides","Microcebus rufus","Aivelo et al. 2015","Ranomafana","0.411","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"736",5881,5881,9274,"Strongyloides","Microcebus rufus","Aivelo et al. 2015","Ranomafana","0.411","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"737",5882,5882,9275,"Strongyloides","Microcebus rufus","Aivelo et al. 2015","Ranomafana","0.561","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"738",5883,5883,9275,"Strongyloides","Microcebus rufus","Aivelo et al. 2015","Ranomafana","0.561","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"739",5884,5884,9288,"Strongyloides","Microcebus rufus","Aivelo et al. 2015","Ranomafana","0.81","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"740",5885,5885,9288,"Strongyloides","Microcebus rufus","Aivelo et al. 2015","Ranomafana","0.81","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"741",5886,5886,9293,"Strongyloides","Microcebus rufus","Aivelo et al. 2015","Ranomafana","0.626","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"742",5887,5887,9293,"Strongyloides","Microcebus rufus","Aivelo et al. 2015","Ranomafana","0.626","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"743",5888,5888,9298,"Strongyloides","Microcebus rufus","Aivelo et al. 2015","Ranomafana","0.89","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"744",5889,5889,9298,"Strongyloides","Microcebus rufus","Aivelo et al. 2015","Ranomafana","0.89","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"745",5890,5890,8712,"Strongyloides sp.","Microcebus rufus","Rafalinirina et al. 2015","Ranomafana","0.883","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"746",5891,5891,8712,"Strongyloides sp.","Microcebus rufus","Rafalinirina et al. 2015","Ranomafana","0.883","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"747",5892,5892,8713,"Strongyloides sp.","Microcebus rufus","Rafalinirina et al. 2015","Ranomafana","0.8","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"748",5893,5893,8713,"Strongyloides sp.","Microcebus rufus","Rafalinirina et al. 2015","Ranomafana","0.8","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"749",5894,5894,8714,"Strongyloides sp.","Microcebus rufus","Rafalinirina et al. 2015","Ranomafana","0.933","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"750",5895,5895,8714,"Strongyloides sp.","Microcebus rufus","Rafalinirina et al. 2015","Ranomafana","0.933","Strongyloides sp.","Microcebus_rufus","Strongyloides","sp.",FALSE,TRUE
"751",5937,5937,9062,"Ascaris sp.","Mirza coquereli","Springer and Kappeler 2016","Kirindy","NULL","Ascaris sp.","Mirza_coquereli","Ascaris","sp.",FALSE,TRUE
"752",5938,5938,9065,"Hymenolepis sp.","Mirza coquereli","Springer and Kappeler 2016","Kirindy","NULL","Hymenolepis sp.","Mirza_coquereli","Hymenolepis","sp.",FALSE,TRUE
"753",5939,5939,9063,"Subulura sp.","Mirza coquereli","Springer and Kappeler 2016","Kirindy","NULL","Subulura sp.","Mirza_coquereli","Subulura","sp.",FALSE,TRUE
"754",5940,5940,9061,"Trichuris sp.","Mirza coquereli","Springer and Kappeler 2016","Kirindy","NULL","Trichuris sp.","Mirza_coquereli","Trichuris","sp.",FALSE,TRUE
"755",5946,5946,8470,"Anatrichosoma sp.","Nasalis larvatus","Klaus et al. 2017","Kinabatangan ","0.014","Anatrichosoma sp.","Nasalis_larvatus","Anatrichosoma","sp.",FALSE,TRUE
"756",5947,5947,10377,"Anatrichosoma sp.","Nasalis larvatus","Salgado-Lynn 2010","Kinabatangan ","0.021","Anatrichosoma sp.","Nasalis_larvatus","Anatrichosoma","sp.",FALSE,TRUE
"757",5952,5952,10010,"Diphyllobothrium sp.","Nasalis larvatus","Adrus et al. 2019","Bako","0.015","Diphyllobothrium sp.","Nasalis_larvatus","Diphyllobothrium","sp.",FALSE,TRUE
"758",5953,5953,8475,"Enterobius spp.","Nasalis larvatus","Klaus et al. 2017","Kinabatangan ","0.055","Enterobius sp.","Nasalis_larvatus","Enterobius","sp.",FALSE,TRUE
"759",5954,5954,10012,"Fasciola sp.","Nasalis larvatus","Adrus et al. 2019","Bako","0.015","Fasciola sp.","Nasalis_larvatus","Fasciola","sp.",FALSE,TRUE
"760",5956,5956,10011,"Hymenolepis sp.","Nasalis larvatus","Adrus et al. 2019","Bako","0.031","Hymenolepis sp.","Nasalis_larvatus","Hymenolepis","sp.",FALSE,TRUE
"761",5959,5959,10003,"Physaloptera sp.","Nasalis larvatus","Adrus et al. 2019","Bako","0.031","Physaloptera sp.","Nasalis_larvatus","Physaloptera","sp.",FALSE,TRUE
"762",5960,5960,10013,"Schistosoma sp.","Nasalis larvatus","Adrus et al. 2019","Bako","0.015","Schistosoma sp.","Nasalis_larvatus","Schistosoma","sp.",FALSE,TRUE
"763",5966,5966,10375,"Taenia sp.","Nasalis larvatus","Salgado-Lynn 2010","Kinabatangan ","0.288","Taenia sp.","Nasalis_larvatus","Taenia","sp.",FALSE,TRUE
"764",5967,5967,8471,"Trichostrongylus sp.","Nasalis larvatus","Klaus et al. 2017","Kinabatangan ","0.485","Trichostrongylus sp.","Nasalis_larvatus","Trichostrongylus","sp.",FALSE,TRUE
"765",5968,5968,10008,"Trichostrongylus sp.","Nasalis larvatus","Adrus et al. 2019","Bako","0.092","Trichostrongylus sp.","Nasalis_larvatus","Trichostrongylus","sp.",FALSE,TRUE
"766",5984,5984,8086,"Necator spp.","Nycticebus javanicus","Rode-Margono et al. 2015","Cipaganti","NULL","Necator sp.","Nycticebus_coucang","Necator","sp.",FALSE,TRUE
"767",5986,5986,9336,"Strongyloides spp.","Nycticebus menagensis","Frias et al. 2018","Kinabatangan ","NULL","Strongyloides sp.","Nycticebus_coucang","Strongyloides","sp.",FALSE,TRUE
"768",5985,5985,8087,"Trichostrongylus","Nycticebus javanicus","Rode-Margono et al. 2015","Cipaganti","NULL","Trichostrongylus sp.","Nycticebus_coucang","Trichostrongylus","sp.",FALSE,TRUE
"769",5982,5982,4575,"Trypanosoma sp.","Nycticebus cougang","Hoare 1972","Malaysia","NULL","Trypanosoma sp.","Nycticebus_coucang","Trypanosoma","sp.",FALSE,TRUE
"770",3941,3941,1366,"Ancylostoma","Galago crass icaudatus","National Parasite Collection (WWW)","Katanga","NULL","Ancylostoma sp.","Otolemur_crassicaudatus","Ancylostoma","sp.",FALSE,TRUE
"771",3943,3943,3449,"Armillifer sp.","Galago crassicaudatus","Durden et al. 1985","TANZANIA","NULL","Armillifer sp.","Otolemur_crassicaudatus","Armillifer","sp.",FALSE,TRUE
"772",3955,3955,7503,"Ixodes schillingsi","Galago crassicaudatus agisymbanus","Hoogstraal and Theiler 1959","Zanzibar ","NULL","Ixodes sp.","Otolemur_crassicaudatus","Ixodes","sp.",FALSE,TRUE
"773",3956,3956,7543,"Ixodes schillingsi","Galago crassicaudatus agisymbanus","Hoogstraal and Theiler 1959","Pemba Island","NULL","Ixodes sp.","Otolemur_crassicaudatus","Ixodes","sp.",FALSE,TRUE
"774",6004,6004,6036,"Ascaris sp.","Pan paniscus","Dupain et al. 2009","Lomako","0.034","Ascaris sp.","Pan_paniscus","Ascaris","sp.",FALSE,TRUE
"775",6025,6025,9533,"Necator sp.","Pan paniscus","Narat et al. 2015","Manzano Forest","0.056","Necator sp.","Pan_paniscus","Necator","sp.",FALSE,TRUE
"776",6062,6062,9531,"Toxocara sp.","Pan paniscus","Narat et al. 2015","Manzano Forest","0.004","Toxocara sp.","Pan_paniscus","Toxocara","sp.",FALSE,TRUE
"777",6063,6063,206,"Trichuris sp.","Pan paniscus","Hasegawa et al. 1983","Wamba","0.033","Trichuris sp.","Pan_paniscus","Trichuris","sp.",FALSE,TRUE
"778",6064,6064,6033,"Trichuris sp.","Pan paniscus","Dupain et al. 2009","Lomako","0.023","Trichuris sp.","Pan_paniscus","Trichuris","sp.",FALSE,TRUE
"779",6322,6322,3688,"TTV circinovirus","Pan troglodytes schweinfurthi","Vartanian et al. 2002","AFRICA","1","Alphatorquevirus sp.","Pan_troglodytes","Alphatorquevirus","sp.",FALSE,TRUE
"780",6704,6704,5800,"TT Virus","Pan troglodytes sweinfurthii","Barnett et al. 2004","Kisingani","0.25","Alphatorquevirus sp.","Pan_troglodytes","Alphatorquevirus","sp.",FALSE,TRUE
"781",6705,6705,5801,"TT Virus","Pan troglodytes sweinfurthii","Barnett et al. 2004","Budongo","1","Alphatorquevirus sp.","Pan_troglodytes","Alphatorquevirus","sp.",FALSE,TRUE
"782",6088,6088,1714,"Blastocystis","Pan troglodytes","Ashford et al. 2000","Kibale","0.27","Blastocystis sp.","Pan_troglodytes","Blastocystis","sp.",FALSE,TRUE
"783",6089,6089,7721,"Blastocystis sp.","Pan troglodytes","Petrasova et al. 2010","Rubondo","0.328","Blastocystis sp.","Pan_troglodytes","Blastocystis","sp.",FALSE,TRUE
"784",6090,6090,8490,"Blastocystis sp.","Pan troglodytes","Petrasova et al. 2011","Rubondo","0.714","Blastocystis sp.","Pan_troglodytes","Blastocystis","sp.",FALSE,TRUE
"785",6091,6091,8612,"Blastocystis sp.","Pan troglodytes","Petrasova et al. 2011","Rubondo","0.325","Blastocystis sp.","Pan_troglodytes","Blastocystis","sp.",FALSE,TRUE
"786",6402,6402,3562,"Blastocystis sp.","Pan troglodytes schweinfurthii","Muehlenbein 2005","Ngogo","0.027","Blastocystis sp.","Pan_troglodytes","Blastocystis","sp.",FALSE,TRUE
"787",6403,6403,4880,"Blastocystis sp.","Pan troglodytes schweinfurthii","Muehlenbein 2005","Ngogo","0.027","Blastocystis sp.","Pan_troglodytes","Blastocystis","sp.",FALSE,TRUE
"788",6404,6404,7982,"Blastocystis sp.","Pan troglodytes schweinfurthii","Kalousova et al. 2014","Issa Valley","0.513","Blastocystis sp.","Pan_troglodytes","Blastocystis","sp.",FALSE,TRUE
"789",6405,6405,9829,"Blastocystis sp.","Pan troglodytes schweinfurthii","McLennan et al. 2017","Bulindi ","NULL","Blastocystis sp.","Pan_troglodytes","Blastocystis","sp.",FALSE,TRUE
"790",6773,6773,8837,"Blastocystis sp.","Pan troglodytes verus","Sa et al. 2013","Cantanhez","0.49","Blastocystis sp.","Pan_troglodytes","Blastocystis","sp.",FALSE,TRUE
"791",3391,3391,4793,"Hepaticola","chimpanzee","Troisier et al. 1928","Guinea","1","Capillaria sp.","Pan_troglodytes","Capillaria","sp.",FALSE,TRUE
"792",6289,6289,10331,"Coperia sp.","Pan troglodytes schweinfurthi","Kamungu et al. 2015","Kahuzi-Biega","0.0109","Cooperia sp.","Pan_troglodytes","Cooperia","sp.",FALSE,TRUE
"793",3385,3385,3137,"Cyclospora sp.","chimpanzee","Smith et al. 1996","Gombe","0.067","Cyclospora sp.","Pan_troglodytes","Cyclospora","sp.",FALSE,TRUE
"794",6779,6779,7911,"cytomegalovirus","Pan troglodytes verus","Murthy et al. 2013","Tai National Park","NULL","Cytomegalovirus sp.","Pan_troglodytes","Cytomegalovirus","sp.",FALSE,TRUE
"795",6780,6780,9359,"cytomegalovirus (CMV)","Pan troglodytes verus","Anoh et al. 2017","Tai National Park","0.395","Cytomegalovirus sp.","Pan_troglodytes","Cytomegalovirus","sp.",FALSE,TRUE
"796",6408,6408,9841,"Dicrocoeliidae gen. sp.","Pan troglodytes schweinfurthii","McLennan et al. 2017","Bulindi ","NULL","Dicrocoeliidae sp.","Pan_troglodytes","Dicrocoeliidae","sp.",FALSE,TRUE
"797",6409,6409,6765,"Dicrocoeliidae sp.","Pan troglodytes schweinfurthii","Gillespie et al. 2010b","Gombe","0.02","Dicrocoeliidae sp.","Pan_troglodytes","Dicrocoeliidae","sp.",FALSE,TRUE
"798",6411,6411,6795,"Dicrocoeliidae sp.","Pan troglodytes schweinfurthii","Gillespie et al. 2010b","Gombe","0.017","Dicrocoeliidae sp.","Pan_troglodytes","Dicrocoeliidae","sp.",FALSE,TRUE
"799",6412,6412,6811,"Dicrocoeliidae sp.","Pan troglodytes schweinfurthii","Gillespie et al. 2010b","Gombe","0.125","Dicrocoeliidae sp.","Pan_troglodytes","Dicrocoeliidae","sp.",FALSE,TRUE
"800",6414,6414,6841,"Dicrocoeliidae sp.","Pan troglodytes schweinfurthii","Gillespie et al. 2010b","Gombe","0.035","Dicrocoeliidae sp.","Pan_troglodytes","Dicrocoeliidae","sp.",FALSE,TRUE
"801",6415,6415,6855,"Dicrocoeliidae sp.","Pan troglodytes schweinfurthii","Gillespie et al. 2010b","Gombe","0.026","Dicrocoeliidae sp.","Pan_troglodytes","Dicrocoeliidae","sp.",FALSE,TRUE
"802",6418,6418,6901,"Dicrocoeliidae sp.","Pan troglodytes schweinfurthii","Gillespie et al. 2010b","Gombe","0.077","Dicrocoeliidae sp.","Pan_troglodytes","Dicrocoeliidae","sp.",FALSE,TRUE
"803",6419,6419,6915,"Dicrocoeliidae sp.","Pan troglodytes schweinfurthii","Gillespie et al. 2010b","Gombe","0.067","Dicrocoeliidae sp.","Pan_troglodytes","Dicrocoeliidae","sp.",FALSE,TRUE
"804",6421,6421,6945,"Dicrocoeliidae sp.","Pan troglodytes schweinfurthii","Gillespie et al. 2010b","Gombe","0.069","Dicrocoeliidae sp.","Pan_troglodytes","Dicrocoeliidae","sp.",FALSE,TRUE
"805",6422,6422,6961,"Dicrocoeliidae sp.","Pan troglodytes schweinfurthii","Gillespie et al. 2010b","Gombe","0.042","Dicrocoeliidae sp.","Pan_troglodytes","Dicrocoeliidae","sp.",FALSE,TRUE
"806",6069,6069,2758,"Dicrocoelium sp.","Pan t. troglodytes","Landsoud-Soukate et al. 1995","Lope","0.03","Dicrocoelium sp.","Pan_troglodytes","Dicrocoelium","sp.",FALSE,TRUE
"807",6097,6097,2102,"Dicrocoelium sp.","Pan troglodytes","Huffman and Gotoh, unpublished in Ashford et al. 2","Mahale","0.01","Dicrocoelium sp.","Pan_troglodytes","Dicrocoelium","sp.",FALSE,TRUE
"808",3386,3386,1368,"Dirofilaria","chimpanzee","National Parasite Collection (WWW)","Unknown","NULL","Dirofilaria sp.","Pan_troglodytes","Dirofilaria","sp.",FALSE,TRUE
"809",6292,6292,10335,"Fasciola sp.","Pan troglodytes schweinfurthi","Kamungu et al. 2015","Kahuzi-Biega","0.0323","Fasciola sp.","Pan_troglodytes","Fasciola","sp.",FALSE,TRUE
"810",6073,6073,2756,"Gongylonema sp.","Pan t. troglodytes","Landsoud-Soukate et al. 1995","Lope","0.01","Gongylonema sp.","Pan_troglodytes","Gongylonema","sp.",FALSE,TRUE
"811",6294,6294,10319,"Hoemonchus sp.","Pan troglodytes schweinfurthi","Kamungu et al. 2015","Kahuzi-Biega","0.2178","Haemonchus sp.","Pan_troglodytes","Haemonchus","sp.",FALSE,TRUE
"812",6474,6474,3565,"Hymenolepis sp.","Pan troglodytes schweinfurthii","Muehlenbein 2005","Ngogo","0.324","Hymenolepis sp.","Pan_troglodytes","Hymenolepis","sp.",FALSE,TRUE
"813",6475,6475,4883,"Hymenolepis sp.","Pan troglodytes schweinfurthii","Muehlenbein 2005","Ngogo","0.324","Hymenolepis sp.","Pan_troglodytes","Hymenolepis","sp.",FALSE,TRUE
