"","HostCorrectedName","bodymass_kg","mean_groupsize","mean_dayrange_meters","homerange_ha","social_time","SSD","diel_activity","habitat_category","locomotion","mating_system","trophic_folivore","trophic_Omnivore","realm","iucn"
"158","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"159","Cercocebus_galeritus",8.514,29.65,1653.625,200.675,11.27142857,1.745784148,"diurnal","forest","both","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"160","Cercopithecus_mitis",5.456666667,19.625,624.9857143,64.218,5.92,1.980874317,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"161","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"162","Cebus_albifrons",7.094285714,17.75,1820,206.6,6,1.256894049,"diurnal","forest_shrubland_wetlands","arboreal","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","Neotropics","least concern"
"163","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"164","Cercopithecus_mitis",5.456666667,19.625,624.9857143,64.218,5.92,1.980874317,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"165","Cebus_albifrons",7.094285714,17.75,1820,206.6,6,1.256894049,"diurnal","forest_shrubland_wetlands","arboreal","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","Neotropics","least concern"
"166","Cercocebus_galeritus",8.514,29.65,1653.625,200.675,11.27142857,1.745784148,"diurnal","forest","both","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"167","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"168","Alouatta_palliata",6.12,13.898,329.9566667,43.94333333,1,1.23068218,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","least concern"
"169","Alouatta_belzebul",5.823333333,6.5,902.6683333,33.343,4.687777778,1.317604356,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","vulnerable"
"170","Gorilla_gorilla",126.25,9.244117647,989.1,1601.277778,3.6,1.915704388,"diurnal","forest","both","polygynous","Folivore","Other","M_Africa","endangered"
"171","Alouatta_caraya",5.38,9.309090909,522.3333333,26.14166667,5.82,1.482678984,"diurnal","forest_savanna","arboreal","multimale-multifemale","Folivore","Other","Neotropics","least concern"
"172","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"173","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"174","Alouatta_palliata",6.12,13.898,329.9566667,43.94333333,1,1.23068218,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","least concern"
"175","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"176","Alouatta_palliata",6.12,13.898,329.9566667,43.94333333,1,1.23068218,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","least concern"
"177","Pongo_pygmaeus",56.95,1.311666667,669.3333333,418,0.89,2.19047619,"diurnal","forest","arboreal","dispersed","Non-Folivore","Other","Asia","endangered"
"178","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"179","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"180","Pongo_pygmaeus",56.95,1.311666667,669.3333333,418,0.89,2.19047619,"diurnal","forest","arboreal","dispersed","Non-Folivore","Other","Asia","endangered"
"181","Cercopithecus_petaurista",3.65,10.6,1051,65.1875,4.15,1.517241379,"diurnal","forest_shrubland","arboreal","polygynous","Folivore","Other","M_Africa","least concern"
"182","Cercopithecus_ascanius",3.24,21,1668,41.25,3.933333333,1.322580645,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"183","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"184","Cercopithecus_aethiops",4.704444444,25.7328,2379.125,59.85777778,6.580714286,1.505456349,"diurnal","forest_savanna_shrubland","terrestrial","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"185","Lemur_catta",2.21,12.81428571,1050,13.05333333,7,1,"diurnal","forest_shrubland","both","multimale-multifemale","Folivore","Other","Madagascar","endangered"
"186","Propithecus_verreauxi",3.22,4.739285714,938.3333333,7.076428571,4.7,1.010784527,"diurnal","forest_shrubland","arboreal","multimale-multifemale","Folivore","Other","Madagascar","endangered"
"187","Macaca_fascicularis",4.03,38.525,1602.9,95,10.7,1.50621118,"diurnal","forest_wetlands","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","least concern"
"188","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"189","Macaca_silenus",7.5,19,2000,251.8266667,7.3,1.459016393,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"190","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"191","Saguinus_mystax",0.53,7.108,1799.333333,41.825,5.05,0.932088123,"diurnal","forest","arboreal","monogamy","Non-Folivore","Omnivore/Insectivore","Neotropics","least concern"
"192","Macaca_fascicularis",4.03,38.525,1602.9,95,10.7,1.50621118,"diurnal","forest_wetlands","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","least concern"
"193","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"194","Cercopithecus_aethiops",4.704444444,25.7328,2379.125,59.85777778,6.580714286,1.505456349,"diurnal","forest_savanna_shrubland","terrestrial","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"195","Cercopithecus_aethiops",4.704444444,25.7328,2379.125,59.85777778,6.580714286,1.505456349,"diurnal","forest_savanna_shrubland","terrestrial","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"196","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"197","Papio_anubis",16.65,40.525,3384.25,2260,13.2,1.729508197,"diurnal","forest_savanna_shrubland_grassland","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"198","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"199","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"200","Macaca_fascicularis",4.03,38.525,1602.9,95,10.7,1.50621118,"diurnal","forest_wetlands","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","least concern"
"201","Presbytis_entellus",15.398,34.75,853.25,268.4458333,NA,1.318002985,"diurnal","forest_savanna_shrubland_rocky.areas","both","polygynous","Folivore","Other","Asia","least concern"
"202","Presbytis_entellus",15.398,34.75,853.25,268.4458333,NA,1.318002985,"diurnal","forest_savanna_shrubland_rocky.areas","both","polygynous","Folivore","Other","Asia","least concern"
"203","Presbytis_entellus",15.398,34.75,853.25,268.4458333,NA,1.318002985,"diurnal","forest_savanna_shrubland_rocky.areas","both","polygynous","Folivore","Other","Asia","least concern"
"204","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"205","Papio_anubis",16.65,40.525,3384.25,2260,13.2,1.729508197,"diurnal","forest_savanna_shrubland_grassland","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"206","Macaca_mulatta",5.96,45.0875,923,617.3928571,19.5,1.585034014,"diurnal","forest_savanna_shrubland","both","multimale-multifemale","Non-Folivore","Other","Asia","least concern"
"207","Presbytis_entellus",15.398,34.75,853.25,268.4458333,NA,1.318002985,"diurnal","forest_savanna_shrubland_rocky.areas","both","polygynous","Folivore","Other","Asia","least concern"
"208","Hylobates_lar",5.83,3.910588235,1427,37,8.4,1.003190184,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Asia","endangered"
"209","Hapalemur_simus",1.98,23.3,NA,51.185,3,0.756359525,"cathemeral","forest","arboreal","variable","Folivore","Other","Madagascar","endangered"
"210","Papio_anubis",16.65,40.525,3384.25,2260,13.2,1.729508197,"diurnal","forest_savanna_shrubland_grassland","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"211","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"212","Papio_anubis",16.65,40.525,3384.25,2260,13.2,1.729508197,"diurnal","forest_savanna_shrubland_grassland","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"213","Aotus_trivirgatus",0.74,3.12,642,7.184857143,3,1.048160697,"nocturnal","forest_savanna","arboreal","monogamy","Non-Folivore","Other","Neotropics","least concern"
"214","Alouatta_palliata",6.12,13.898,329.9566667,43.94333333,1,1.23068218,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","least concern"
"215","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"216","Alouatta_palliata",6.12,13.898,329.9566667,43.94333333,1,1.23068218,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","least concern"
"217","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"218","Papio_ursinus",22.3,43.425,4400,1208.295,NA,2.013513514,"diurnal","forest_savanna_shrubland_grassland_rocky.areas_desert","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"219","Papio_ursinus",22.3,43.425,4400,1208.295,NA,2.013513514,"diurnal","forest_savanna_shrubland_grassland_rocky.areas_desert","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"220","Colobus_polykomos",8.39,12.975,534.1666667,55.3,2.475,1.210526316,"diurnal","forest_savanna","arboreal","multimale-multifemale","Folivore","Other","M_Africa","vulnerable"
"221","Cercocebus_torquatus",7.793333333,20.7,1400,315.8,7.9,1.780952381,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Other","M_Africa","near threatened"
"222","Papio_ursinus",22.3,43.425,4400,1208.295,NA,2.013513514,"diurnal","forest_savanna_shrubland_grassland_rocky.areas_desert","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"223","Papio_ursinus",22.3,43.425,4400,1208.295,NA,2.013513514,"diurnal","forest_savanna_shrubland_grassland_rocky.areas_desert","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"224","Gorilla_gorilla",126.25,9.244117647,989.1,1601.277778,3.6,1.915704388,"diurnal","forest","both","polygynous","Folivore","Other","M_Africa","endangered"
"225","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"226","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"227","Papio_ursinus",22.3,43.425,4400,1208.295,NA,2.013513514,"diurnal","forest_savanna_shrubland_grassland_rocky.areas_desert","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"228","Cercopithecus_campbelli",3.75,14.75,1155,34.59375,8.933333333,1.830188679,"diurnal","forest_savanna","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"229","Colobus_polykomos",8.39,12.975,534.1666667,55.3,2.475,1.210526316,"diurnal","forest_savanna","arboreal","multimale-multifemale","Folivore","Other","M_Africa","vulnerable"
"230","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"231","Cercopithecus_diana",4.525,21.3,1441,115,1.2,1.333333333,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","vulnerable"
"232","Allenopithecus_nigroviridis",5.3,35,NA,NA,NA,1.927672956,"diurnal","forest_wetlands","both","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"233","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"234","Colobus_guereza",8.89,8.375,475.6,17.885,8.25,1.251898734,"diurnal","forest","arboreal","polygynous","Folivore","Other","M_Africa","least concern"
"235","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"236","Macaca_arctoides",10.3,15,NA,461.5,NA,1.452380952,"diurnal","forest","terrestrial","multimale-multifemale","Folivore","Other","Asia","vulnerable"
"237","Macaca_mulatta",5.96,45.0875,923,617.3928571,19.5,1.585034014,"diurnal","forest_savanna_shrubland","both","multimale-multifemale","Non-Folivore","Other","Asia","least concern"
"238","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"239","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"240","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"241","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"242","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"243","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"244","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"245","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"246","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"247","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"248","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"249","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"250","Hylobates_lar",5.83,3.910588235,1427,37,8.4,1.003190184,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Asia","endangered"
