HostCorrectedName,habitat_forest,habitat_savanna,habitat_shrubland,habitat_grassland,habitat_wetlands,habitat_rocky_areas,habitat_desert,total_estrada_species,Centroid_Longitude,Centroid_Latitude,Total_Geographic_Area,Minimum_Longitude,Minimum_Latitude,Maximum_Longitude,Maximum_Latitude,Arthropod,Bacteria,Protozoa,Fungus,Virus,Helminth,NoEntry,Vector,Direct,Indirect,Sexual,Vertical,CloseT,Nonclose,Intermediate,Citation,TotalCount,Mean_Percent_Social_Activity_Time,Min_Social_Activity_Time_Range,Max_Social_Activity_Time_Range,trophic_folivore,trophic_Omnivore,trophic_count,pop_trend,bodymass_kg,femalebodymass_kg,malebodymass_kg,homerange_ha,mean_groupsize,Male.residual,Female.Residual,GCDI,mean_dayrange_meters,locomotion,habitat_count,habitat_category,diel_activity,iucn,realm,mating_system,parasite_type,parasite_type_count,transmission_type,transmission_type_count,lifecycle_type,lifecycle_type_count,Degree_Centrality_Integer,population_density_sqkm_mean,Population.Dens.from.Nunn.unpubl..database,SSD,homerange_mean_m2,d_index,TotalCount_imputed
Pygathrix_avunculus,1,0,0,0,0,0,0,1,105.4232942,22.09433273,0.893479749,104.6404669,21.148773,107.023252,22.97212941,,,,,,,,,,,,,,,,0,,12.62,,,Folivore,Other,1,D,11.25,8.5,14,735,12.28571429,,,,,arboreal,1,forest,diurnal,endangered,Asia,polygynous,,0,,0,,0,,,,1.647058824,7350000,,
Pygathrix_brelichi,1,0,0,0,0,0,0,1,108.6887842,27.88806183,0.046095118,108.5839796,27.72195843,108.792479,28.05793026,,,,,,,,,,,,,,,,0,,19,,,Folivore,Other,1,D,11.25,8,14.5,3366.666667,385.05,,,,,both,1,forest,diurnal,endangered,Asia,,,0,,0,,0,,,,1.8125,33666666.67,,
Pygathrix_nemaeus,1,0,0,0,0,0,0,3,107.1834109,14.76907889,16.16234918,104.0806157,10.970994,109.3448563,20.00073013,,,,,,,,,,,,,,,,0,,5.5,,,Folivore,Other,2,D,9.86,8.53,11.18333333,272.42,17.38888889,,,0.4,208,arboreal,1,forest,diurnal,endangered,Madagascar,,,0,,0,,0,,,,1.311059007,2724200,0.11168344,
Pygathrix_roxellana,1,0,0,0,0,0,0,2,105.2561313,32.19887362,32.52626366,98.06885097,26.23196824,110.8811993,35.31341398,0,0,0,0,0,4,0,0,4,0,0,0,0,4,1,1,4,10.495,,,Folivore,Other,1,D,13.615,10.78,16.45,2041.2,181.3571429,,,,1293.6575,both,1,forest,diurnal,endangered,Asia,polygynous,Helminth,1,Nonclose_Intermediate,2,Direct,1,4,,,1.525974026,20412000,0.25375901,128
Saguinus_bicolor,1,0,0,0,0,0,0,2,-57.53137273,-1.95602869,4.246507425,-60.5791,-3.315064407,-55.5332,-0.754964407,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,,,,Non-Folivore,Other,1,D,0.465,0.43,0.428,27.5,4.9,,,,,arboreal,1,forest,diurnal,least concern,Neotropics,monogamy,Protozoa,1,Vector,1,Indirect,1,1,,,0.995327103,275000,,126
Saguinus_fuscicollis,0.875,0,0,0,0.125,0,0,8,,,,,,,,3,0,11,0,0,44,0,22,16,42,0,0,8,13,20,8,31,4.066666667,,,Non-Folivore,Other,3,D,0.35,0.34,0.33325,59.01111111,6.07375,0.136,0.145,-0.004,1610.75,arboreal,2,forest_wetlands,diurnal,least concern,Neotropics,monogamy,Arthropod_Protozoa_Helminth,3,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,31,,17.6,0.979744936,590111.1111,1.858258743,141
Saguinus_imperator,1,0,0,0,0,0,0,1,-70.54331334,-9.883572179,19.32114781,-73.7159,-12.66316441,-67.3361,-6.732464407,0,0,7,0,0,3,0,10,0,10,0,0,0,0,0,2,3,,,,Non-Folivore,Omnivore/Insectivore,1,D,0.47,0.475,0.474,30,4.8,,,,1420,arboreal,1,forest,diurnal,least concern,Neotropics,monogamy,Protozoa_Helminth,2,Vector,1,Indirect,1,3,,8.3,0.997890295,300000,2.297590663,131
Saguinus_inustus,1,0,0,0,0,0,0,1,-68.73221541,0.340828743,30.9163586,-73.6344,-3.164564407,-62.6418,3.572435592,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,,,,Non-Folivore,Other,1,S,0.69,0.803,0.585,35,6,,,,961,arboreal,1,forest,diurnal,least concern,Neotropics,monogamy,Protozoa,1,Vector,1,Indirect,1,1,,,0.627350427,350000,1.439575034,1
Saguinus_labiatus,1,0,0,0,0,0,0,1,-64.59545281,-6.85661412,23.45942535,-70.5988,-11.35056441,-58.8862,-1.634564407,0,0,1,0,0,8,0,2,2,7,0,0,2,0,5,3,6,,,,Non-Folivore,Omnivore/Insectivore,1,S,0.51,0.529,0.49,24.85,,,,,,arboreal,1,forest,diurnal,least concern,Neotropics,monogamy,Protozoa_Helminth,2,Vector_CloseT_Intermediate,3,Direct_Indirect,2,6,,10.4,0.920408163,248500,,6
Saguinus_leucopus,1,0,0,0,0,0,0,1,-74.80198366,7.073842378,4.654669551,-75.9018,5.151535592,-73.8131,9.423735593,0,0,4,0,0,6,0,3,6,6,0,0,0,4,1,4,8,10,,,Non-Folivore,Other,1,D,0.49,0.49,0.494,34.795,5.233333333,,,,1221,arboreal,1,forest,diurnal,endangered,Neotropics,monogamy,Protozoa_Helminth,2,Vector_Nonclose_Intermediate,3,Direct_Indirect,2,8,,,1.008163265,347950,1.834434393,126
Saguinus_midas,0.666666667,0.333333333,0,0,0,0,0,3,-53.02251793,-0.615766013,118.0908439,-61.8931,-9.279564407,-43.3608,6.823835593,1,1,14,1,2,29,1,43,3,44,0,0,2,1,1,17,16,5.3,,,Non-Folivore,Other,3,['S' 'D'],0.466666667,0.5095,0.483,34.75,5.833333333,-0.035,0.015,-0.005,1554.5,arboreal,2,forest_savanna,diurnal,least concern,Neotropics,monogamy,Arthropod_Bacteria_Protozoa_Fungus_Virus_Helminth_NoEntry,7,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,15,,32.9,0.945134576,347500,2.33699758,128
Saguinus_mystax,1,0,0,0,0,0,0,1,-69.18105238,-5.612632051,48.11360705,-75.4349,-9.823364408,-62.1075,-2.452764407,1,0,1,0,0,21,0,7,5,18,0,0,3,3,11,8,16,5.05,,,Non-Folivore,Omnivore/Insectivore,1,S,0.53,0.55745,0.522,41.825,7.108,,,,1799.333333,arboreal,1,forest,diurnal,least concern,Neotropics,monogamy,Arthropod_Protozoa_Helminth,3,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,16,26,23.8,0.932088123,418250,2.465690667,134
Saguinus_nigricollis,1,0,0,0,1,0,0,2,-73.93986191,-0.911355983,19.43596672,-77.7558,-4.430964407,-67.9722,2.791835592,0,0,3,0,0,12,0,5,4,11,0,0,1,3,6,7,12,14.4,,,Non-Folivore,Omnivore/Insectivore,1,D,0.44,0.484,0.468,33.75,5.366666667,,,,1235,arboreal,2,forest_wetlands,diurnal,least concern,Neotropics,monogamy,Protozoa_Helminth,2,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,12,,24.8,0.965811966,337500,1.883974454,12
Saguinus_oedipus,1,0,0,0,0,0,0,2,-76.800493,7.76485916,10.46648047,-80.09134688,3.514435593,-74.4846,10.81001016,0,6,9,0,4,6,0,19,5,20,0,0,4,5,1,12,14,12.7,,,Non-Folivore,Omnivore/Insectivore,1,D,0.45,0.4535,0.45,25.8,3.383333333,0.038,0.05,0.005,2061,arboreal,1,forest,diurnal,least concern,Neotropics,monogamy,Bacteria_Protozoa_Virus_Helminth,4,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,14,,35.8,0.992222222,258000,3.595945322,131
Saimiri_boliviensis,1,0,0,0,0,0,0,2,-69.1160788,-10.13393862,113.7650605,-77.3529,-17.99816441,-61.4262,-2.367764408,0,0,0,0,0,5,0,0,2,3,0,0,1,2,3,1,5,3.45,,,Non-Folivore,Omnivore/Insectivore,1,D,0.84,0.7,0.985,227.5,41.66666667,,,,,arboreal,1,forest,diurnal,least concern,Neotropics,multimale-multifemale,Helminth,1,CloseT_Nonclose_Intermediate,3,Direct_Indirect,2,5,,,1.407142857,2275000,,147
Saimiri_oerstedii,1,0,0,0,0,0,0,1,-83.61245423,8.962245885,0.600367525,-84.6803,8.025735592,-82.4861,9.797735593,2,0,4,0,1,13,0,11,6,14,0,2,4,3,3,8,15,,,,Non-Folivore,Omnivore/Insectivore,1,D,0.79,0.68,0.897,188,41.5,,,,,arboreal,1,forest,diurnal,vulnerable,Neotropics,multimale-multifemale,Arthropod_Protozoa_Virus_Helminth,4,Vector_Vertical_CloseT_Nonclose_Intermediate,5,Direct_Indirect,2,15,,,1.319117647,1880000,,147
Saimiri_sciureus,1,0.333333333,0.333333333,0,0.333333333,0,0,3,-60.98961409,-2.101608583,360.4018326,-78.4455,-15.04706441,-44.0136,8.388335592,3,0,52,0,5,69,1,82,28,102,0,0,12,26,19,31,35,5,,,Non-Folivore,Other,4,D,0.896666667,0.822666667,0.971333333,177.3333333,,0.155,-0.115,0.256,,arboreal,4,forest_savanna_shrubland_wetlands,diurnal,least concern,Neotropics,multimale-multifemale,Arthropod_Protozoa_Virus_Helminth_NoEntry,5,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,34,,86.7,1.180713128,1773333.333,,147
Saimiri_ustus,1,0,0,0,0,0,0,1,-60.80689029,-8.251574291,72.06374514,-65.5154,-15.43556441,-54.9183,-1.950964408,0,0,9,0,0,0,0,9,0,9,0,0,0,0,0,3,4,,,,Non-Folivore,Omnivore/Insectivore,1,D,0.86,0.799,0.921,50,19.13333333,,,,,arboreal,1,forest,diurnal,near threatened,Neotropics,multimale-multifemale,Protozoa,1,Vector,1,Indirect,1,4,,,1.152690864,500000,,147
Simias_concolor,1,0,0,0,0,0,0,1,99.32542116,-1.851900247,0.488091616,98.58380127,-3.349012613,100.4758072,-0.916830599,,,,,,,,,,,,,,,,0,,5,,,Folivore,Other,1,D,7.97,6.8,9.15,7.1,,,-0.462,0.352,475,both,1,forest,diurnal,endangered,Asia,polygynous,,0,,0,,0,,,64.8,1.345588235,71000,1.579826433,
Tarsius_bancanus,1,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,4,0,0,0,4,0,0,0,1,4,1,2,0.6,,,Non-Folivore,Omnivore/Insectivore,1,D,0.12,0.117,0.128,6.75,2,,,,1137.0675,arboreal,1,forest,nocturnal,vulnerable,Asia,,Helminth,1,Nonclose_Intermediate,2,Indirect,1,2,,47.3,1.094017094,67500,3.878638472,112
Tarsius_syrichta,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Non-Folivore,Omnivore/Insectivore,1,D,0.13,0.117,0.134,4.403,,,,,1325.4,arboreal,1,forest,nocturnal,near threatened,Asia,,,0,,0,,0,,,,1.145299145,44030,5.597802403,
Theropithecus_gelada,0,0,0,1,0,1,0,1,38.92815169,11.38366404,8.604621624,37.56873761,7.882746513,41.55391253,14.20095062,0,0,0,0,0,7,0,0,0,7,0,0,0,0,7,3,1,18.33333333,,,Folivore,Other,1,D,15.35,11.7,19,203.43,53.42727273,0.773,-0.261,0.719,1751.6,terrestrial,2,grassland_rocky.areas,diurnal,least concern,M_Africa,polygynous,Helminth,1,Intermediate,1,Indirect,1,1,,78.6,1.623931624,2034300,1.088359513,172
Varecia_variegata,1,0,0,0,0,0,0,2,49.1756168,-16.88191028,1.272641292,47.20002708,-23.31390648,50.4421,-14.70216317,2,10,1,0,0,3,0,2,13,3,0,0,3,11,0,5,14,4.782222222,,,Non-Folivore,Other,1,D,3.4075,3.495,3.59,76.544,8.7075,0.263,0.222,,1041.658,arboreal,1,forest,diurnal,endangered,Madagascar,monogamy,Arthropod_Bacteria_Protozoa_Helminth,4,Vector_CloseT_Nonclose,3,Direct_Indirect,2,14,2.23,175,1.027181688,765440,1.055150763,117
